,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,months_on_book,total_relationship_count,months_inactive_12_mon,contacts_count_12_mon,credit_limit,total_revolving_bal,avg_open_to_buy,total_amt_chng_q4_q1,total_trans_amt,total_trans_ct,total_ct_chng_q4_q1,avg_utilization_ratio,products_per_dependent,trans_amt_per_dependent,trans_ct_per_dependent,trans_amt_per_products,trans_ct_per_products,avg_trans_amt,credit_util_rate,proportion_inactive_months,products_per_tenure,products_per_contacts,dependents_per_contacts,trans_ct_per_contacts,products_per_inactivity,dependents_per_inactivity,trans_ct_per_inactivity,trans_amt_per_credit_limit,age_per_tenure,trans_ct_per_tenure,trans_amt_per_tenure,total_spending,inactivity_contacts,education_income_levels,churn_flag
7956,53,F,3,College,Married,$40K - $60K,Blue,46,2,1,1,2304.0,1144,1160.0,0.772,4505,85,1.179,0.497,0.6666667,1501.6666,28.333334,2252.5,42.5,53.0,0.4965278,0.02173913,0.04347826,2.0,3.0,85.0,2.0,3.0,85.0,1.9552951,1.1521739,1.8478261,97.934784,5649,2,1,0
7957,51,F,0,Doctorate,Married,Less than $40K,Blue,46,1,3,3,13623.0,1432,12191.0,0.594,4534,83,0.886,0.105,0.0,0.0,0.0,4534.0,83.0,54.626507,0.105116345,0.06521739,0.02173913,0.33333334,0.0,27.666666,0.33333334,0.0,27.666666,0.3328195,1.1086956,1.8043479,98.565216,5966,6,2,0
7958,50,F,2,Graduate,Single,Less than $40K,Blue,44,1,1,1,2765.0,0,2765.0,0.465,4010,59,0.513,0.0,0.5,2005.0,29.5,4010.0,59.0,67.9661,0.0,0.022727273,0.022727273,1.0,2.0,59.0,1.0,2.0,59.0,1.4502712,1.1363636,1.3409091,91.13636,4010,2,1,0
7959,54,M,5,Graduate,Married,$120K +,Blue,42,1,1,3,3731.0,1903,1828.0,0.915,4667,88,0.725,0.51,0.2,933.4,17.6,4667.0,88.0,53.034092,0.51005095,0.023809524,0.023809524,0.33333334,1.6666666,29.333334,1.0,5.0,88.0,1.2508711,1.2857143,2.0952382,111.11905,6570,4,5,0
7960,46,F,3,College,Single,Less than $40K,Blue,41,1,3,2,2485.0,861,1624.0,0.566,4728,81,0.761,0.346,0.33333334,1576.0,27.0,4728.0,81.0,58.37037,0.34647888,0.07317073,0.024390243,0.5,1.5,40.5,0.33333334,1.0,27.0,1.9026157,1.1219512,1.9756098,115.31707,5589,5,0,0
7961,50,F,4,College,Single,Less than $40K,Blue,36,1,3,1,2446.0,1763,683.0,0.598,4310,75,0.875,0.721,0.25,1077.5,18.75,4310.0,75.0,57.466667,0.72076863,0.083333336,0.027777778,1.0,4.0,75.0,0.33333334,1.3333334,25.0,1.7620605,1.3888888,2.0833333,119.72222,6073,4,0,0
7962,44,F,4,Graduate,Married,Less than $40K,Blue,28,5,2,3,2020.0,0,2020.0,0.716,2621,45,0.552,0.0,1.25,655.25,11.25,524.2,9.0,58.244446,0.0,0.071428575,0.17857143,1.6666666,1.3333334,15.0,2.5,2.0,22.5,1.2975248,1.5714285,1.6071428,93.60714,2621,5,1,1
7963,48,F,3,Graduate,Single,Less than $40K,Blue,42,2,2,1,2214.0,1025,1189.0,0.567,5084,82,0.745,0.463,0.6666667,1694.6666,27.333334,2542.0,41.0,62.0,0.46296296,0.04761905,0.04761905,2.0,3.0,82.0,1.0,1.5,41.0,2.2962964,1.1428572,1.9523809,121.04762,6109,3,1,0
7964,45,F,3,Graduate,Divorced,Less than $40K,Blue,34,1,2,1,1811.0,787,1024.0,0.585,4882,80,1.162,0.435,0.33333334,1627.3334,26.666666,4882.0,80.0,61.025,0.43456653,0.05882353,0.029411765,1.0,3.0,80.0,0.5,1.5,40.0,2.695748,1.3235294,2.3529413,143.58824,5669,3,1,0
7965,56,F,2,College,Single,Less than $40K,Blue,43,1,3,1,5254.0,0,5254.0,0.651,4546,89,0.712,0.0,0.5,2273.0,44.5,4546.0,89.0,51.07865,0.0,0.069767445,0.023255814,1.0,2.0,89.0,0.33333334,0.6666667,29.666666,0.8652455,1.3023256,2.0697675,105.72093,4546,4,0,0
7966,36,F,2,Post-Graduate,Single,Less than $40K,Blue,26,1,2,3,1821.0,1486,335.0,0.827,2824,43,0.387,0.816,0.5,1412.0,21.5,2824.0,43.0,65.674416,0.81603515,0.07692308,0.03846154,0.33333334,0.6666667,14.333333,0.5,1.0,21.5,1.5507963,1.3846154,1.6538461,108.61539,4310,5,2,1
7967,44,F,4,High School,Single,Less than $40K,Blue,36,1,3,3,3024.0,0,3024.0,0.75,4983,78,0.733,0.0,0.25,1245.75,19.5,4983.0,78.0,63.884617,0.0,0.083333336,0.027777778,0.33333334,1.3333334,26.0,0.33333334,1.3333334,26.0,1.6478175,1.2222222,2.1666667,138.41667,4983,6,0,0
7968,50,F,3,Graduate,Single,Less than $40K,Blue,36,1,3,3,1930.0,952,978.0,0.67,3862,80,0.818,0.493,0.33333334,1287.3334,26.666666,3862.0,80.0,48.275,0.49326426,0.083333336,0.027777778,0.33333334,1.0,26.666666,0.33333334,1.0,26.666666,2.0010362,1.3888888,2.2222223,107.27778,4814,6,1,0
7969,54,F,2,High School,Single,Less than $40K,Blue,48,1,3,2,1517.0,556,961.0,0.622,4981,82,0.864,0.367,0.5,2490.5,41.0,4981.0,82.0,60.743904,0.36651286,0.0625,0.020833334,0.5,1.0,41.0,0.33333334,0.6666667,27.333334,3.2834542,1.125,1.7083334,103.770836,5537,5,0,0
7970,39,F,1,High School,Married,Less than $40K,Blue,25,2,2,1,2024.0,0,2024.0,0.801,2870,36,0.5,0.0,2.0,2870.0,36.0,1435.0,18.0,79.72222,0.0,0.08,0.08,2.0,1.0,36.0,1.0,0.5,18.0,1.4179842,1.56,1.44,114.8,2870,3,0,1
7971,53,M,5,Uneducated,Married,$120K +,Blue,38,4,2,2,19138.0,0,19138.0,0.482,2028,43,0.303,0.0,0.8,405.6,8.6,507.0,10.75,47.162792,0.0,0.05263158,0.10526316,2.0,2.5,21.5,2.0,2.5,21.5,0.10596719,1.3947369,1.1315789,53.36842,2028,4,4,1
7972,56,M,1,Graduate,Single,$80K - $120K,Blue,51,2,3,1,16835.0,897,15938.0,0.767,4059,80,0.778,0.053,2.0,4059.0,80.0,2029.5,40.0,50.7375,0.053281855,0.05882353,0.039215688,2.0,1.0,80.0,0.6666667,0.33333334,26.666666,0.24110484,1.0980393,1.5686275,79.588234,4956,4,4,0
7973,60,F,0,High School,Married,Less than $40K,Blue,55,4,1,3,5549.0,0,5549.0,0.703,2412,38,0.52,0.0,0.0,0.0,0.0,603.0,9.5,63.473682,0.0,0.018181818,0.07272727,1.3333334,0.0,12.666667,4.0,0.0,38.0,0.43467292,1.0909091,0.6909091,43.854546,2412,4,0,1
7974,42,F,3,High School,Single,Less than $40K,Blue,36,2,3,3,2145.0,0,2145.0,0.577,2465,42,0.355,0.0,0.6666667,821.6667,14.0,1232.5,21.0,58.690475,0.0,0.083333336,0.055555556,0.6666667,1.0,14.0,0.6666667,1.0,14.0,1.1491841,1.1666666,1.1666666,68.47222,2465,6,0,1
7975,43,M,3,Uneducated,Married,$80K - $120K,Blue,36,1,3,2,4654.0,1349,3305.0,0.81,4277,71,0.69,0.29,0.33333334,1425.6666,23.666666,4277.0,71.0,60.239437,0.2898582,0.083333336,0.027777778,0.5,1.5,35.5,0.33333334,1.0,23.666666,0.9189944,1.1944444,1.9722222,118.80556,5626,5,3,0
7976,44,M,3,Graduate,Married,$60K - $80K,Blue,36,2,3,3,9114.0,0,9114.0,0.654,2740,52,0.625,0.0,0.6666667,913.3333,17.333334,1370.0,26.0,52.692307,0.0,0.083333336,0.055555556,0.6666667,1.0,17.333334,0.6666667,1.0,17.333334,0.30063638,1.2222222,1.4444444,76.111115,2740,6,3,1
7977,33,F,1,Graduate,Single,$40K - $60K,Blue,18,2,2,3,3043.0,2054,989.0,0.735,4833,85,0.667,0.675,2.0,4833.0,85.0,2416.5,42.5,56.85882,0.6749918,0.11111111,0.11111111,0.6666667,0.33333334,28.333334,1.0,0.5,42.5,1.5882353,1.8333334,4.7222223,268.5,6887,5,2,0
7978,53,F,2,Graduate,Married,$40K - $60K,Blue,45,2,2,2,4621.0,913,3708.0,0.917,4952,82,0.745,0.198,1.0,2476.0,41.0,2476.0,41.0,60.390244,0.19757628,0.044444446,0.044444446,1.0,1.0,41.0,1.0,1.0,41.0,1.0716295,1.1777778,1.8222222,110.04444,5865,4,2,0
7979,44,M,4,Graduate,Single,$60K - $80K,Blue,28,2,2,1,2758.0,461,2297.0,0.58,4244,96,0.778,0.167,0.5,1061.0,24.0,2122.0,48.0,44.208332,0.16715011,0.071428575,0.071428575,2.0,4.0,96.0,1.0,2.0,48.0,1.5387962,1.5714285,3.4285715,151.57143,4705,3,3,0
7980,54,F,0,Graduate,Married,Less than $40K,Blue,36,1,2,3,1740.0,0,1740.0,0.811,4751,93,0.86,0.0,0.0,0.0,0.0,4751.0,93.0,51.08602,0.0,0.055555556,0.027777778,0.33333334,0.0,31.0,0.5,0.0,46.5,2.7304597,1.5,2.5833333,131.97223,4751,5,1,0
7981,34,F,4,Doctorate,Married,Less than $40K,Blue,36,1,2,2,7744.0,1804,5940.0,0.942,4572,60,0.935,0.233,0.25,1143.0,15.0,4572.0,60.0,76.2,0.23295455,0.055555556,0.027777778,0.5,2.0,30.0,0.5,2.0,30.0,0.5903926,0.9444444,1.6666666,127.0,6376,4,2,0
7982,50,F,2,Post-Graduate,Married,Less than $40K,Blue,36,1,2,2,3350.0,1335,2015.0,0.781,4906,89,0.561,0.399,0.5,2453.0,44.5,4906.0,89.0,55.123596,0.39850748,0.055555556,0.027777778,0.5,1.0,44.5,0.5,1.0,44.5,1.4644777,1.3888888,2.4722223,136.27777,6241,4,2,0
7983,40,M,5,High School,Single,$120K +,Blue,31,1,1,3,34516.0,1427,33089.0,0.706,3699,64,0.488,0.041,0.2,739.8,12.8,3699.0,64.0,57.796875,0.041343145,0.032258064,0.032258064,0.33333334,1.6666666,21.333334,1.0,5.0,64.0,0.10716769,1.2903225,2.064516,119.32258,5126,4,4,0
7984,47,F,1,High School,Single,Less than $40K,Blue,36,2,1,3,2874.0,2201,673.0,0.718,4779,86,0.792,0.766,2.0,4779.0,86.0,2389.5,43.0,55.569767,0.7658316,0.027777778,0.055555556,0.6666667,0.33333334,28.666666,2.0,1.0,86.0,1.6628393,1.3055556,2.3888888,132.75,6980,4,0,0
7985,40,F,3,Doctorate,Single,Less than $40K,Blue,27,1,1,2,2896.0,2100,796.0,0.728,4614,83,0.694,0.725,0.33333334,1538.0,27.666666,4614.0,83.0,55.590363,0.7251381,0.037037037,0.037037037,0.5,1.5,41.5,1.0,3.0,83.0,1.593232,1.4814814,3.074074,170.88889,6714,3,2,0
7986,41,F,3,Graduate,Divorced,$40K - $60K,Blue,28,1,1,3,9294.0,1764,7530.0,1.026,4531,73,0.738,0.19,0.33333334,1510.3334,24.333334,4531.0,73.0,62.068493,0.18979988,0.035714287,0.035714287,0.33333334,1.0,24.333334,1.0,3.0,73.0,0.48751882,1.4642857,2.607143,161.82143,6295,4,2,0
7987,47,M,2,High School,Married,$60K - $80K,Blue,39,1,2,2,9389.0,727,8662.0,0.533,3415,84,0.556,0.077,0.5,1707.5,42.0,3415.0,84.0,40.654762,0.07743104,0.051282052,0.025641026,0.5,1.0,42.0,0.5,1.0,42.0,0.36372352,1.2051282,2.1538463,87.5641,4142,4,2,0
7988,44,M,3,College,Married,$40K - $60K,Blue,30,2,3,3,9317.0,847,8470.0,0.765,4121,81,0.723,0.091,0.6666667,1373.6666,27.0,2060.5,40.5,50.876545,0.09090909,0.1,0.06666667,0.6666667,1.0,27.0,0.6666667,1.0,27.0,0.44230977,1.4666667,2.7,137.36667,4968,6,1,0
7989,34,M,1,College,Unknown,$40K - $60K,Blue,20,2,1,3,7452.0,1656,5796.0,0.6,3339,51,0.962,0.222,2.0,3339.0,51.0,1669.5,25.5,65.47059,0.22222222,0.05,0.1,0.6666667,0.33333334,17.0,2.0,1.0,51.0,0.44806764,1.7,2.55,166.95,4995,4,1,0
7990,39,F,3,High School,Unknown,Less than $40K,Blue,36,2,3,2,1817.0,0,1817.0,0.583,2216,44,0.833,0.0,0.6666667,738.6667,14.666667,1108.0,22.0,50.363636,0.0,0.083333336,0.055555556,1.0,1.5,22.0,0.6666667,1.0,14.666667,1.2195927,1.0833334,1.2222222,61.555557,2216,5,0,1
7991,58,M,3,High School,Single,$80K - $120K,Blue,51,2,2,1,10021.0,1952,8069.0,0.699,4431,68,0.581,0.195,0.6666667,1477.0,22.666666,2215.5,34.0,65.161766,0.19479094,0.039215688,0.039215688,2.0,3.0,68.0,1.0,1.5,34.0,0.44217145,1.137255,1.3333334,86.882355,6383,3,3,0
7992,42,F,3,Graduate,Single,Less than $40K,Blue,36,1,2,1,2344.0,1081,1263.0,0.619,3889,80,0.86,0.461,0.33333334,1296.3334,26.666666,3889.0,80.0,48.6125,0.46117747,0.055555556,0.027777778,1.0,3.0,80.0,0.5,1.5,40.0,1.6591297,1.1666666,2.2222223,108.02778,4970,3,1,0
7993,48,F,2,Uneducated,Single,$40K - $60K,Blue,34,2,3,1,3072.0,1734,1338.0,0.754,4540,78,0.857,0.564,1.0,2270.0,39.0,2270.0,39.0,58.205128,0.5644531,0.0882353,0.05882353,2.0,2.0,78.0,0.6666667,0.6666667,26.0,1.4778646,1.4117647,2.2941177,133.52942,6274,4,1,0
7994,38,F,3,Graduate,Single,Less than $40K,Blue,36,2,3,1,1946.0,1430,516.0,0.564,4643,87,0.812,0.735,0.6666667,1547.6666,29.0,2321.5,43.5,53.367817,0.7348407,0.083333336,0.055555556,2.0,3.0,87.0,0.6666667,1.0,29.0,2.3859198,1.0555556,2.4166667,128.97223,6073,4,1,0
7995,52,F,1,Graduate,Married,Less than $40K,Blue,42,1,5,3,1471.0,0,1471.0,0.624,2253,48,0.455,0.0,1.0,2253.0,48.0,2253.0,48.0,46.9375,0.0,0.11904762,0.023809524,0.33333334,0.33333334,16.0,0.2,0.2,9.6,1.5316112,1.2380953,1.1428572,53.642857,2253,8,1,1
7996,42,F,2,Graduate,Married,Less than $40K,Blue,36,2,3,3,1438.3,0,1438.3,0.663,2418,48,0.778,0.0,1.0,1209.0,24.0,1209.0,24.0,50.375,0.0,0.083333336,0.055555556,0.6666667,0.6666667,16.0,0.6666667,0.6666667,16.0,1.6811514,1.1666666,1.3333334,67.166664,2418,6,1,1
7997,43,F,4,College,Married,Less than $40K,Blue,28,5,2,4,1484.0,0,1484.0,0.2,1664,39,0.5,0.0,1.25,416.0,9.75,332.8,7.8,42.666668,0.0,0.071428575,0.17857143,1.25,1.0,9.75,2.5,2.0,19.5,1.1212938,1.5357143,1.3928572,59.42857,1664,6,0,1
7998,37,F,3,Post-Graduate,Married,$40K - $60K,Blue,36,2,2,5,3233.0,2517,716.0,0.0,1339,32,0.0,0.779,0.6666667,446.33334,10.666667,669.5,16.0,41.84375,0.7785339,0.055555556,0.055555556,0.4,0.6,6.4,1.0,1.5,16.0,0.41416642,1.0277778,0.8888889,37.194443,3856,7,3,1
7999,55,F,2,Graduate,Single,Less than $40K,Blue,43,1,3,1,1745.0,1168,577.0,0.701,4562,67,0.634,0.669,0.5,2281.0,33.5,4562.0,67.0,68.089554,0.66934097,0.069767445,0.023255814,1.0,2.0,67.0,0.33333334,0.6666667,22.333334,2.6143267,1.2790698,1.5581396,106.093025,5730,4,1,0
8000,59,F,1,Uneducated,Divorced,Less than $40K,Blue,53,1,3,1,3709.0,1197,2512.0,0.824,5557,82,1.0,0.323,1.0,5557.0,82.0,5557.0,82.0,67.768295,0.32272848,0.056603774,0.018867925,1.0,1.0,82.0,0.33333334,0.33333334,27.333334,1.4982475,1.1132076,1.5471698,104.84906,6754,4,0,0
8001,53,F,2,College,Married,Less than $40K,Blue,43,2,1,3,2160.0,2057,103.0,0.858,4518,93,0.788,0.952,1.0,2259.0,46.5,2259.0,46.5,48.580647,0.9523148,0.023255814,0.046511628,0.6666667,0.6666667,31.0,2.0,2.0,93.0,2.0916667,1.2325581,2.1627908,105.06977,6575,4,0,0
8002,41,M,5,Graduate,Single,$80K - $120K,Blue,36,1,2,3,1438.3,892,546.3,0.79,4426,88,0.66,0.62,0.2,885.2,17.6,4426.0,88.0,50.295456,0.6201766,0.055555556,0.027777778,0.33333334,1.6666666,29.333334,0.5,2.5,44.0,3.077244,1.1388888,2.4444444,122.94444,5318,5,4,0
8003,55,F,4,Graduate,Single,Less than $40K,Blue,44,1,2,1,2638.0,1423,1215.0,0.551,4153,77,0.925,0.539,0.25,1038.25,19.25,4153.0,77.0,53.935066,0.5394238,0.045454547,0.022727273,1.0,4.0,77.0,0.5,2.0,38.5,1.5742987,1.25,1.75,94.38636,5576,3,1,0
8004,56,M,2,College,Married,$80K - $120K,Blue,50,1,1,3,10214.0,1433,8781.0,0.64,4493,79,0.881,0.14,0.5,2246.5,39.5,4493.0,79.0,56.873417,0.14029764,0.02,0.02,0.33333334,0.6666667,26.333334,1.0,2.0,79.0,0.43988642,1.12,1.58,89.86,5926,4,3,0
8005,52,F,3,Uneducated,Single,Less than $40K,Blue,36,2,1,3,3240.0,0,3240.0,0.812,4803,83,0.804,0.0,0.6666667,1601.0,27.666666,2401.5,41.5,57.86747,0.0,0.027777778,0.055555556,0.6666667,1.0,27.666666,2.0,3.0,83.0,1.4824075,1.4444444,2.3055556,133.41667,4803,4,0,0
8006,58,F,5,Graduate,Married,$40K - $60K,Blue,47,1,3,3,2038.0,1099,939.0,0.809,4784,70,0.75,0.539,0.2,956.8,14.0,4784.0,70.0,68.34286,0.5392542,0.06382979,0.021276595,0.33333334,1.6666666,23.333334,0.33333334,1.6666666,23.333334,2.3473995,1.2340425,1.4893616,101.78723,5883,6,2,0
8007,49,M,1,Graduate,Married,$40K - $60K,Blue,36,2,2,1,1438.3,0,1438.3,0.57,5104,75,0.63,0.0,2.0,5104.0,75.0,2552.0,37.5,68.05334,0.0,0.055555556,0.055555556,2.0,1.0,75.0,1.0,0.5,37.5,3.5486338,1.3611112,2.0833333,141.77777,5104,3,2,0
8008,53,F,3,Graduate,Single,Less than $40K,Blue,34,5,3,5,1438.3,1030,408.3,0.609,1985,38,0.407,0.716,1.6666666,661.6667,12.666667,397.0,7.6,52.236843,0.7161232,0.0882353,0.14705883,1.0,0.6,7.6,1.6666666,1.0,12.666667,1.3801016,1.5588236,1.117647,58.382355,3015,8,1,1
8009,56,M,3,High School,Divorced,$80K - $120K,Blue,52,2,3,1,8111.0,2051,6060.0,0.999,3719,69,0.643,0.253,0.6666667,1239.6666,23.0,1859.5,34.5,53.898552,0.25286648,0.057692308,0.03846154,2.0,3.0,69.0,0.6666667,1.0,23.0,0.45851314,1.0769231,1.3269231,71.51923,5770,4,3,0
8010,60,F,0,Doctorate,Married,Less than $40K,Blue,41,1,3,1,10730.0,970,9760.0,0.645,4939,71,0.972,0.09,0.0,0.0,0.0,4939.0,71.0,69.56338,0.09040075,0.07317073,0.024390243,1.0,0.0,71.0,0.33333334,0.0,23.666666,0.46029824,1.4634147,1.7317073,120.46342,5909,4,2,0
8011,46,F,3,Uneducated,Married,Less than $40K,Blue,36,2,3,1,2872.0,357,2515.0,0.869,2629,41,0.64,0.124,0.6666667,876.3333,13.666667,1314.5,20.5,64.12195,0.124303624,0.083333336,0.055555556,2.0,3.0,41.0,0.6666667,1.0,13.666667,0.91538996,1.2777778,1.1388888,73.02778,2986,4,0,1
8012,49,F,4,Uneducated,Married,Less than $40K,Blue,31,4,3,2,1567.0,0,1567.0,0.424,2138,41,0.577,0.0,1.0,534.5,10.25,534.5,10.25,52.146343,0.0,0.09677419,0.12903225,2.0,2.0,20.5,1.3333334,1.3333334,13.666667,1.3643906,1.5806452,1.3225807,68.96774,2138,5,0,1
8013,43,M,3,College,Divorced,$80K - $120K,Blue,32,6,3,2,7278.0,0,7278.0,0.618,2120,43,0.593,0.0,2.0,706.6667,14.333333,353.33334,7.1666665,49.302326,0.0,0.09375,0.1875,3.0,1.5,21.5,2.0,1.0,14.333333,0.29128882,1.34375,1.34375,66.25,2120,5,3,1
8014,45,F,2,College,Unknown,Less than $40K,Blue,29,2,2,3,1438.3,0,1438.3,0.729,5025,85,0.735,0.0,1.0,2512.5,42.5,2512.5,42.5,59.117645,0.0,0.06896552,0.06896552,0.6666667,0.6666667,28.333334,1.0,1.0,42.5,3.493708,1.5517242,2.9310346,173.27586,5025,5,0,0
8015,34,F,1,College,Single,Less than $40K,Blue,20,2,2,2,3190.0,1959,1231.0,0.622,4220,66,0.61,0.614,2.0,4220.0,66.0,2110.0,33.0,63.939392,0.6141066,0.1,0.1,1.0,0.5,33.0,1.0,0.5,33.0,1.322884,1.7,3.3,211.0,6179,4,0,0
8016,36,F,1,Uneducated,Unknown,Less than $40K,Blue,36,2,3,2,1470.0,458,1012.0,0.543,2383,39,0.444,0.312,2.0,2383.0,39.0,1191.5,19.5,61.102566,0.31156462,0.083333336,0.055555556,1.0,0.5,19.5,0.6666667,0.33333334,13.0,1.6210884,1.0,1.0833334,66.19444,2841,5,0,1
8017,45,M,2,Graduate,Married,$80K - $120K,Blue,36,1,4,1,3081.0,2517,564.0,0.572,4317,72,0.714,0.817,0.5,2158.5,36.0,4317.0,72.0,59.958332,0.8169426,0.11111111,0.027777778,1.0,2.0,72.0,0.25,0.5,18.0,1.4011685,1.25,2.0,119.916664,6834,5,4,0
8018,43,F,2,College,Married,Less than $40K,Blue,36,1,2,6,3793.0,2517,1276.0,0.512,2577,57,0.629,0.664,0.5,1288.5,28.5,2577.0,57.0,45.210526,0.66359085,0.055555556,0.027777778,0.16666667,0.33333334,9.5,0.5,1.0,28.5,0.67940944,1.1944444,1.5833334,71.583336,5094,8,0,1
8019,54,F,2,Graduate,Married,Less than $40K,Blue,44,1,2,3,3034.0,2033,1001.0,0.642,4349,90,0.731,0.67,0.5,2174.5,45.0,4349.0,90.0,48.322224,0.6700725,0.045454547,0.022727273,0.33333334,0.6666667,30.0,0.5,1.0,45.0,1.4334213,1.2272727,2.0454545,98.84091,6382,5,1,0
8020,37,F,2,High School,Married,Less than $40K,Blue,27,2,1,2,5245.0,1044,4201.0,0.673,4938,70,0.892,0.199,1.0,2469.0,35.0,2469.0,35.0,70.542854,0.19904672,0.037037037,0.074074075,1.0,1.0,35.0,2.0,2.0,70.0,0.94146806,1.3703704,2.5925925,182.88889,5982,3,0,0
8021,49,F,1,Doctorate,Single,Less than $40K,Blue,40,1,2,3,2960.0,0,2960.0,0.962,4918,63,0.75,0.0,1.0,4918.0,63.0,4918.0,63.0,78.06349,0.0,0.05,0.025,0.33333334,0.33333334,21.0,0.5,0.5,31.5,1.6614865,1.225,1.575,122.95,4918,5,2,0
8022,54,F,4,Graduate,Unknown,$40K - $60K,Blue,38,2,2,1,1779.0,0,1779.0,0.856,2660,41,0.323,0.0,0.5,665.0,10.25,1330.0,20.5,64.87805,0.0,0.05263158,0.05263158,2.0,4.0,41.0,1.0,2.0,20.5,1.4952221,1.4210526,1.0789474,70.0,2660,3,2,1
8023,43,F,4,Graduate,Married,Less than $40K,Blue,34,2,3,1,1620.0,0,1620.0,0.73,4570,82,0.952,0.0,0.5,1142.5,20.5,2285.0,41.0,55.73171,0.0,0.0882353,0.05882353,2.0,4.0,82.0,0.6666667,1.3333334,27.333334,2.8209877,1.2647059,2.4117646,134.41176,4570,4,1,0
8024,49,M,3,High School,Single,$120K +,Blue,43,1,2,1,21680.0,1587,20093.0,0.605,4410,86,0.72,0.073,0.33333334,1470.0,28.666666,4410.0,86.0,51.279068,0.073201105,0.046511628,0.023255814,1.0,3.0,86.0,0.5,1.5,43.0,0.20341328,1.1395348,2.0,102.558136,5997,3,4,0
8025,47,F,3,Uneducated,Single,Less than $40K,Blue,36,2,3,4,2952.0,0,2952.0,0.82,2907,60,0.875,0.0,0.6666667,969.0,20.0,1453.5,30.0,48.45,0.0,0.083333336,0.055555556,0.5,0.75,15.0,0.6666667,1.0,20.0,0.9847561,1.3055556,1.6666666,80.75,2907,7,0,1
8026,53,F,2,High School,Married,Less than $40K,Blue,36,6,3,2,3918.0,2517,1401.0,0.47,2115,42,0.448,0.642,3.0,1057.5,21.0,352.5,7.0,50.357143,0.6424196,0.083333336,0.16666667,3.0,1.0,21.0,2.0,0.6666667,14.0,0.53981626,1.4722222,1.1666666,58.75,4632,5,0,1
8027,52,M,1,Uneducated,Single,$120K +,Blue,41,1,1,3,12764.0,0,12764.0,0.71,3332,64,0.882,0.0,1.0,3332.0,64.0,3332.0,64.0,52.0625,0.0,0.024390243,0.024390243,0.33333334,0.33333334,21.333334,1.0,1.0,64.0,0.2610467,1.2682927,1.5609756,81.268295,3332,4,4,0
8028,29,F,1,Graduate,Married,Less than $40K,Blue,36,2,2,0,1438.3,0,1438.3,0.734,4769,84,0.826,0.0,2.0,4769.0,84.0,2384.5,42.0,56.77381,0.0,0.055555556,0.055555556,0.0,0.0,0.0,1.0,0.5,42.0,3.3157198,0.8055556,2.3333333,132.47223,4769,2,1,0
8029,50,F,3,Graduate,Unknown,Less than $40K,Blue,39,1,1,3,3287.0,2517,770.0,0.586,4148,83,0.66,0.766,0.33333334,1382.6666,27.666666,4148.0,83.0,49.975903,0.76574385,0.025641026,0.025641026,0.33333334,1.0,27.666666,1.0,3.0,83.0,1.261941,1.2820513,2.128205,106.35897,6665,4,1,0
8030,44,F,5,Graduate,Single,$40K - $60K,Blue,36,2,1,2,3891.0,1015,2876.0,0.755,5131,86,0.72,0.261,0.4,1026.2,17.2,2565.5,43.0,59.662792,0.2608584,0.027777778,0.055555556,1.0,2.5,43.0,2.0,5.0,86.0,1.3186841,1.2222222,2.3888888,142.52777,6146,3,2,0
8031,49,F,4,High School,Unknown,$40K - $60K,Blue,43,4,3,3,4048.0,0,4048.0,0.601,2227,41,0.464,0.0,1.0,556.75,10.25,556.75,10.25,54.317074,0.0,0.069767445,0.093023255,1.3333334,1.3333334,13.666667,1.3333334,1.3333334,13.666667,0.55014825,1.1395348,0.95348835,51.7907,2227,6,1,1
8032,51,M,2,Uneducated,Married,$60K - $80K,Blue,40,2,1,1,3559.0,0,3559.0,0.585,4498,94,0.649,0.0,1.0,2249.0,47.0,2249.0,47.0,47.851063,0.0,0.025,0.05,2.0,2.0,94.0,2.0,2.0,94.0,1.2638382,1.275,2.35,112.45,4498,2,2,0
8033,47,M,3,High School,Single,$60K - $80K,Blue,39,2,1,1,2843.0,1752,1091.0,0.624,3738,77,0.604,0.616,0.6666667,1246.0,25.666666,1869.0,38.5,48.545456,0.61625046,0.025641026,0.051282052,2.0,3.0,77.0,2.0,3.0,77.0,1.3148082,1.2051282,1.9743589,95.84615,5490,2,2,0
8034,58,F,2,Graduate,Single,Less than $40K,Blue,47,1,1,2,2127.0,0,2127.0,0.735,4401,65,0.667,0.0,0.5,2200.5,32.5,4401.0,65.0,67.707695,0.0,0.021276595,0.021276595,0.5,1.0,32.5,1.0,2.0,65.0,2.0691113,1.2340425,1.3829787,93.6383,4401,3,1,0
8035,39,F,2,Graduate,Single,Less than $40K,Blue,32,2,1,2,4325.0,2418,1907.0,0.796,4588,77,0.791,0.559,1.0,2294.0,38.5,2294.0,38.5,59.584415,0.5590751,0.03125,0.0625,1.0,1.0,38.5,2.0,2.0,77.0,1.0608093,1.21875,2.40625,143.375,7006,3,1,0
8036,42,F,4,College,Married,$40K - $60K,Blue,34,1,3,2,1695.0,0,1695.0,0.453,2055,46,0.314,0.0,0.25,513.75,11.5,2055.0,46.0,44.673912,0.0,0.0882353,0.029411765,0.5,2.0,23.0,0.33333334,1.3333334,15.333333,1.2123893,1.2352941,1.3529412,60.441177,2055,5,1,1
